video_id,track_id,class_name,true_label,suggested_label,label_source,first_frame,last_frame,num_frames,evidence,notes
IMG_4981,person_4,person,moving_away,crossing_right_to_left,manual,22,24,3,person_4 classified as crossing_right_to_left because dx=-144.5px (-15.1% of width) with bbox_growth=-0.47 below threshold.,corrected: person/rider is moving away from camera; lateral screen movement should not be treated as crossing (priority-order conflict: both crossing and moving_away cues fire)
IMG_4982,bicycle_1,bicycle,static,uncertain,manual,5,5,1,"bicycle_1 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=10.15) but direction is not trustworthy.",corrected: parked bicycle is static (human inferred from visual context; classifier correctly abstained on 1-frame track)
IMG_4982,bicycle_2,bicycle,static,uncertain,manual,5,5,1,"bicycle_2 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=8.68) but direction is not trustworthy.",corrected: parked bicycle is static (human inferred from visual context; classifier correctly abstained on 1-frame track)
IMG_4982,bicycle_3,bicycle,uncertain,uncertain,manual,32,33,2,"bicycle_3 classified as uncertain (short_track) because track is only 2 frames long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=10.78) but direction is not trustworthy.",kept uncertain because the bicycle track is too short
IMG_4982,bicycle_4,bicycle,uncertain,uncertain,manual,34,34,1,"bicycle_4 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=9.63) but direction is not trustworthy.",kept uncertain because only one close bicycle frame is visible
IMG_4982,motorcycle_1,motorcycle,approaching,uncertain,manual,30,31,2,"motorcycle_1 classified as uncertain (short_track) because track is only 2 frames long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=13.84) but direction is not trustworthy.","corrected: motorcycle/rider is approaching camera (tracker fragmentation, 2 frames)"
IMG_4982,person_10,person,uncertain,uncertain,manual,37,38,2,"person_10 classified as uncertain (short_track) because track is only 2 frames long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=18.74) but direction is not trustworthy.",kept uncertain; likely shadow/false positive or too ambiguous
IMG_4982,person_2,person,uncertain,uncertain,manual,6,6,1,"person_2 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=9.84) but direction is not trustworthy.",kept uncertain; likely shadow/false positive rather than a real person
IMG_4982,person_3,person,approaching,approaching,manual,7,11,5,person_3 classified as approaching because bbox grew by 0.92 and approach_score=0.75; flow_mag=18.62.,verified pedestrian approaching camera
IMG_4982,person_4,person,approaching,approaching,manual,16,19,4,person_4 classified as approaching because bbox grew by 4.06 and approach_score=1.00; centroid moved toward image center / lower half; flow_mag=12.75.,verified close pedestrian approaching camera
IMG_4982,person_7,person,approaching,crossing_left_to_right,manual,26,34,6,person_7 classified as crossing_left_to_right because dx=225.9px (23.5% of width) with bbox_growth=0.06 below threshold.,corrected: person/rider is approaching camera; bbox growth was just below 0.15 threshold while large lateral movement made crossing rule fire alone (slow-approach mislabeled-crossing)
IMG_4982,person_8,person,uncertain,uncertain,manual,27,27,1,"person_8 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=8.01) but direction is not trustworthy.",kept uncertain because track is only one frame
IMG_4982,person_9,person,uncertain,uncertain,manual,34,34,1,"person_9 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=12.78) but direction is not trustworthy.",kept uncertain because close cyclist/person track appears for only one frame
IMG_4982,skateboard_1,skateboard,uncertain,uncertain,manual,16,16,1,"skateboard_1 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=7.44) but direction is not trustworthy.",kept uncertain; likely shadow/false positive near approaching pedestrian
