video_id,track_id,class_name,true_label,suggested_label,label_source,first_frame,last_frame,num_frames,evidence,notes
IMG_4975,person_2,person,,approaching,manual_review_needed,0,14,15,person_2 classified as approaching because bbox grew by 19.96 and approach_score=0.75; flow_mag=13.47.,
IMG_4975,person_3,person,,approaching,manual_review_needed,14,16,3,person_3 classified as approaching because bbox grew by 3.30 and approach_score=1.00; centroid moved toward image center / lower half; flow_mag=16.91.,
IMG_4976,bicycle_1,bicycle,,uncertain,manual_review_needed,15,16,2,"bicycle_1 classified as uncertain (short_track) because track is only 2 frames long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=13.44) but direction is not trustworthy.",
IMG_4976,bicycle_2,bicycle,,uncertain,manual_review_needed,17,17,1,"bicycle_2 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=10.00) but direction is not trustworthy.",
IMG_4976,person_1,person,,approaching,manual_review_needed,0,16,14,person_1 classified as approaching because bbox grew by 231.01 and approach_score=1.00; centroid moved toward image center / lower half; flow_mag=10.59.,
IMG_4976,person_2,person,,approaching,manual_review_needed,1,17,15,person_2 classified as approaching because bbox grew by 2.19 and approach_score=0.75; flow_mag=11.26.,
IMG_4976,person_3,person,,approaching,manual_review_needed,7,19,10,person_3 classified as approaching because bbox grew by 0.53 and approach_score=0.75; flow_mag=9.49.,
IMG_4976,person_4,person,,moving_away,manual_review_needed,15,18,3,person_4 classified as moving_away because bbox shrank: growth_ratio=-0.65 below -0.15.,
IMG_4977,bicycle_1,bicycle,,uncertain,manual_review_needed,14,14,1,"bicycle_1 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=18.95) but direction is not trustworthy.",
IMG_4977,bicycle_2,bicycle,,uncertain,manual_review_needed,15,15,1,"bicycle_2 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=13.13) but direction is not trustworthy.",
IMG_4977,bicycle_3,bicycle,,uncertain,manual_review_needed,15,15,1,"bicycle_3 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=11.85) but direction is not trustworthy.",
IMG_4977,bicycle_4,bicycle,,uncertain,manual_review_needed,15,15,1,"bicycle_4 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=13.05) but direction is not trustworthy.",
IMG_4977,person_1,person,,uncertain,manual_review_needed,15,15,1,"person_1 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=14.07) but direction is not trustworthy.",
IMG_4978,person_1,person,,approaching,manual_review_needed,7,11,5,person_1 classified as approaching because bbox grew by 1.72 and approach_score=1.00; centroid moved toward image center / lower half; flow_mag=14.20.,
IMG_4979,person_1,person,,uncertain,manual_review_needed,7,7,1,"person_1 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=16.46) but direction is not trustworthy.",
IMG_4979,person_2,person,,uncertain,manual_review_needed,8,8,1,"person_2 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=13.18) but direction is not trustworthy.",
IMG_4980,person_1,person,,crossing_left_to_right,manual_review_needed,0,19,20,person_1 classified as crossing_left_to_right because dx=145.8px (15.2% of width) with bbox_growth=-0.24 below threshold.,
IMG_4980,person_2,person,,crossing_right_to_left,manual_review_needed,7,19,12,person_2 classified as crossing_right_to_left because dx=-522.0px (-54.4% of width) with bbox_growth=-0.71 below threshold.,
IMG_4981,bicycle_1,bicycle,,approaching,manual_review_needed,17,20,4,bicycle_1 classified as approaching because bbox grew by 6.78 and approach_score=1.00; centroid moved toward image center / lower half; flow_mag=19.80.,
IMG_4981,bicycle_2,bicycle,,crossing_right_to_left,manual_review_needed,21,24,3,bicycle_2 classified as crossing_right_to_left because dx=-210.5px (-21.9% of width) with bbox_growth=-0.10 below threshold.,
IMG_4981,motorcycle_1,motorcycle,,uncertain,manual_review_needed,23,24,2,"motorcycle_1 classified as uncertain (short_track) because track is only 2 frames long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=14.40) but direction is not trustworthy.",
IMG_4981,person_1,person,,uncertain,manual_review_needed,1,1,1,"person_1 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=6.90) but direction is not trustworthy.",
IMG_4981,person_2,person,,approaching,manual_review_needed,2,19,18,person_2 classified as approaching because bbox grew by 16.23 and approach_score=1.00; centroid moved toward image center / lower half; flow_mag=10.39.,
IMG_4981,person_3,person,,approaching,manual_review_needed,9,20,11,person_3 classified as approaching because bbox grew by 1.92 and approach_score=1.00; centroid moved toward image center / lower half; flow_mag=14.54.,
IMG_4981,person_4,person,,crossing_right_to_left,manual_review_needed,22,24,3,person_4 classified as crossing_right_to_left because dx=-144.5px (-15.1% of width) with bbox_growth=-0.47 below threshold.,
IMG_4982,bicycle_1,bicycle,,uncertain,manual_review_needed,5,5,1,"bicycle_1 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=10.15) but direction is not trustworthy.",
IMG_4982,bicycle_2,bicycle,,uncertain,manual_review_needed,5,5,1,"bicycle_2 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=8.68) but direction is not trustworthy.",
IMG_4982,bicycle_3,bicycle,,uncertain,manual_review_needed,32,33,2,"bicycle_3 classified as uncertain (short_track) because track is only 2 frames long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=10.78) but direction is not trustworthy.",
IMG_4982,bicycle_4,bicycle,,uncertain,manual_review_needed,34,34,1,"bicycle_4 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=9.63) but direction is not trustworthy.",
IMG_4982,motorcycle_1,motorcycle,,uncertain,manual_review_needed,30,31,2,"motorcycle_1 classified as uncertain (short_track) because track is only 2 frames long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=13.84) but direction is not trustworthy.",
IMG_4982,person_1,person,,uncertain,manual_review_needed,6,6,1,"person_1 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=3.89) but direction is not trustworthy.",
IMG_4982,person_10,person,,uncertain,manual_review_needed,37,38,2,"person_10 classified as uncertain (short_track) because track is only 2 frames long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=18.74) but direction is not trustworthy.",
IMG_4982,person_2,person,,uncertain,manual_review_needed,6,6,1,"person_2 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=9.84) but direction is not trustworthy.",
IMG_4982,person_3,person,,approaching,manual_review_needed,7,11,5,person_3 classified as approaching because bbox grew by 0.92 and approach_score=0.75; flow_mag=18.62.,
IMG_4982,person_4,person,,approaching,manual_review_needed,16,19,4,person_4 classified as approaching because bbox grew by 4.06 and approach_score=1.00; centroid moved toward image center / lower half; flow_mag=12.75.,
IMG_4982,person_5,person,,uncertain,manual_review_needed,17,17,1,"person_5 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=12.59) but direction is not trustworthy.",
IMG_4982,person_6,person,,uncertain,manual_review_needed,18,18,1,"person_6 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=22.03) but direction is not trustworthy.",
IMG_4982,person_7,person,,crossing_left_to_right,manual_review_needed,26,34,6,person_7 classified as crossing_left_to_right because dx=225.9px (23.5% of width) with bbox_growth=0.06 below threshold.,
IMG_4982,person_8,person,,uncertain,manual_review_needed,27,27,1,"person_8 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=8.01) but direction is not trustworthy.",
IMG_4982,person_9,person,,uncertain,manual_review_needed,34,34,1,"person_9 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=12.78) but direction is not trustworthy.",
IMG_4982,skateboard_1,skateboard,,uncertain,manual_review_needed,16,16,1,"skateboard_1 classified as uncertain (short_track) because track is only 1 frame long (min=3), so trajectory and bbox-growth cues are unreliable; motion was detected (flow_mag=7.44) but direction is not trustworthy.",
